73,FF0B,0206,2B06,3806,8006
0C,1F17,0627,0634,0677,066A
0C,1F18,0626,0633,0677,066B
0C,1F19,0629,0636,0679,066C
0C,1F1A,0629,0636,0678,066D
0C,1F1B,0628,0634,0678,066C
0C,1F1C,0627,0634,0677,066B
0C,1F1D,0627,0633,0676,066A
0C,1F1E,0629,0635,0678,066D
0C,1F1F,0629,0636,0679,066D
0C,1F20,0628,0635,0678,066C
0C,1F21,0627,0634,0677,066B
0C,1F22,0626,0634,0677,066A
0C,1F23,0628,0637,0679,066C
0C,1F24,0629,0637,0679,066D
0C,1F25,0627,0635,0679,066C
0C,1F26,0626,0634,0678,066B
0C,1F27,0627,0633,0677,066A
0C,1F28,0628,0636,0679,066C
0C,1F29,0629,0637,0679,066D
0C,1F2A,0629,0635,0677,066C
0C,1F2B,0628,0634,0677,066A
0C,1F2C,0626,0633,0677,066A
0C,1F2D,0628,0636,0679,066D
0C,1F2E,0629,0637,0679,066D
0C,1F2F,0627,0636,0678,066B
0C,1F30,0627,0634,0678,066A
0C,1F31,0626,0634,0677,066A
0C,1F32,0629,0636,0679,066C
0C,1F33,0629,0637,0679,066D
0C,1F34,0628,0635,0678,066C
0C,1F35,0626,0634,0678,066B
0C,1F36,0626,0633,0677,066B
0C,1F37,0628,0636,0679,066C
0C,1F38,0629,0636,0679,066D
0C,1F39,0627,0635,0678,066C
0C,1F3A,0627,0634,0677,066A
0C,1F3B,0626,0633,0677,066A
0C,1F3C,0628,0636,0679,066D
0C,1F3D,0629,0637,0679,066D
0C,1F3E,0628,0634,0678,066C
0C,1F3F,0627,0633,0677,066A
0C,1F40,0627,0633,0677,066B
0C,1F41,0629,0636,0678,066E
0C,1F42,062A,0636,0678,066E
0C,1F43,0628,0635,0678,066C
0C,1F44,0628,0632,0677,066B
0C,1F45,0626,0633,0677,066B
0C,1F46,0629,0635,0678,066D
0C,1F47,0629,0636,0679,066D
0C,1F48,0627,0635,0679,066B
0C,1F49,0625,0634,0678,066A
0C,1F4A,0626,0633,0677,066A
0C,1F4B,0628,0637,0679,066C
0C,1F4C,0628,0637,0679,066C
0C,1F4D,0627,0636,0678,066B
0C,1F4E,0627,0634,0677,0669
0C,1F4F,0626,0634,0678,066A
0C,1F50,0628,0637,067A,066C
0C,1F51,0628,0636,0679,066C
0C,1F52,0627,0635,0679,066C
0C,1F53,0626,0634,0678,066A
0C,1F54,0627,0633,0677,066B
0C,1F55,0629,0636,0678,066D
0C,1F56,0629,0637,0679,066C
0C,1F57,0628,0634,0679,066B
0C,1F58,0626,0633,0677,066A
0C,1F59,0626,0634,0678,066B
0C,1F5A,0628,0636,0679,066D
0C,1F5B,0629,0636,0679,066D
0C,1F5C,0628,0635,0678,066C
0C,1F5D,0627,0634,0677,066B
0C,1F5E,0628,0634,0677,066B
0C,1F5F,0629,0636,0679,066E
0C,1F60,0629,0637,0679,066D
0C,1F61,0628,0635,0679,066C
0C,1F62,0626,0633,0678,066B
0C,1F63,0626,0634,0678,066B
0C,1F64,0629,0637,067A,066C
0C,1F65,0628,0637,0679,066C
0C,1F66,0627,0635,0679,066B
0C,1F67,0627,0634,0677,066A
0C,1F68,0627,0634,0677,066B
0C,1F69,0629,0637,0679,066D
0C,1F6A,0629,0637,0679,066C
0C,1F6B,0627,0635,0679,066B
0C,1F6C,0626,0633,0678,066A
0C,1F6D,0627,0634,0678,066B
0C,1F6E,0629,0637,0679,066C
0C,1F6F,0628,0636,0679,066C
0C,1F70,0627,0635,0679,066A
0C,1F71,0627,0634,0677,066A
0C,1F72,0626,0634,0678,066B
0C,1F73,0628,0637,0679,066C
0C,1F74,0628,0637,0679,066C
0C,1F75,0626,0635,0678,066A
0C,1F76,0626,0634,0678,0669
0C,1F77,0627,0635,0678,066A
0C,1F78,0629,0637,0679,066D
0C,1F79,0628,0637,0679,066C
0C,1F7A,0628,0635,0678,066B
0C,1F7B,0626,0633,0677,066A
0C,1F7C,0627,0635,0678,066C
0C,1F7D,0629,0637,0679,066C
0C,1F7E,0628,0636,0679,066C
0C,1F7F,0626,0634,0679,066B
0C,1F80,0626,0634,0678,0669
0C,1F81,0627,0634,0678,066B
0C,1F82,0629,0637,0679,066C
0C,1F83,0628,0636,0678,066C
0C,1F84,0628,0634,0678,066B
0C,1F85,0626,0633,0677,066B
0C,1F86,0627,0634,0679,066C
0C,1F87,0629,0636,0679,066D
0C,1F88,0629,0636,0679,066C
0C,1F89,0627,0634,0678,066B
0C,1F8A,0626,0634,0678,066A
0C,1F8B,0627,0635,0678,066B
0C,1F8C,0629,0637,0679,066D
0C,1F8D,0628,0637,0679,066C
0C,1F8E,0626,0634,0678,066A
0C,1F8F,0626,0633,0677,0669
0C,1F90,0627,0636,0679,066B
0C,1F91,0628,0637,067A,066C
0C,1F92,0628,0636,0679,066C
0C,1F93,0627,0634,0678,066B
0C,1F94,0626,0634,0677,066A
0C,1F95,0628,0635,0678,066B
0C,1F96,0629,0636,0679,066D
0C,1F97,0627,0636,0679,066C
0C,1F98,0627,0634,0678,066B
0C,1F99,0625,0633,0677,066A
0C,1F9A,0627,0635,0679,066B
0C,1F9B,0629,0637,0679,066C
0C,1F9C,0628,0636,0679,066C
0C,1F9D,0627,0635,0678,066B
0C,1F9E,0627,0634,0677,066A
0C,1F9F,0627,0635,0679,066C
0C,1FA0,0628,0636,0679,066D
0C,1FA1,0627,0635,0679,066C
0C,1FA2,0626,0634,0677,066A
0C,1FA3,0626,0633,0677,066A
0C,1FA4,0627,0635,0678,066C
0C,1FA5,0629,0637,0679,066D
0C,1FA6,0628,0636,0679,066C
0C,1FA7,0627,0634,0678,066B
0C,1FA8,0626,0633,0677,066A
0C,1FA9,0627,0635,0678,066B
0C,1FAA,0628,0637,0679,066C
0C,1FAB,0627,0636,0679,066B
0C,1FAC,0627,0634,0678,066A
0C,1FAD,0625,0634,0678,066A
0C,1FAE,0628,0636,0678,066B
0C,1FAF,0629,0637,0679,066D
0C,1FB0,0628,0636,0678,066C
0C,1FB1,0626,0634,0678,066A
0C,1FB2,0626,0633,0677,066A
0C,1FB3,0628,0635,0679,066B
0C,1FB4,0628,0637,0679,066D
0C,1FB5,0628,0636,0678,066C
0C,1FB6,0628,0635,0677,066B
0C,1FB7,0626,0633,0678,066A
0C,1FB8,0628,0635,0679,066B
0C,1FB9,0628,0637,0679,066C
0C,1FBA,0627,0636,0679,066B
0C,1FBB,0627,0635,0678,066A
0C,1FBC,0627,0633,0677,066A
0C,1FBD,0628,0636,0679,066D
0C,1FBE,0629,0637,0679,066D
0C,1FBF,0628,0636,0678,066C
0C,1FC0,0627,0633,0677,066A
0C,1FC1,0626,0634,0677,0669
0C,1FC2,0627,0636,0679,066C
0C,1FC3,0628,0637,067A,066D
0C,1FC4,0628,0636,0679,066C
0C,1FC5,0627,0633,0678,066B
0C,1FC6,0627,0633,0677,066A
0C,1FC7,0629,0635,0678,066C
0C,1FC8,062A,0637,0679,066D
0C,1FC9,0629,0635,0678,066D
0C,1FCA,0627,0635,0678,066C
0C,1FCB,0626,0633,0677,0669
0C,1FCC,0628,0634,0678,066B
0C,1FCD,0629,0637,0679,066D
0C,1FCE,0628,0636,0679,066C
0C,1FCF,0627,0633,0678,066A
0C,1FD0,0626,0632,0677,066A
0C,1FD1,0627,0635,0679,066C
0C,1FD2,0629,0636,0679,066C
0C,1FD3,0628,0636,0679,066B
0C,1FD4,0626,0635,0679,066A
0C,1FD5,0626,0634,0678,066A
0C,1FD6,0628,0637,067A,066C
0C,1FD7,0628,0638,067B,066D
0C,1FD8,0627,0637,067A,066B
0C,1FD9,0626,0634,0678,066A
0C,1FDA,0625,0633,0677,066A
0C,1FDB,0628,0637,0679,066C
0C,1FDC,062A,0637,0679,066D
0C,1FDD,0627,0635,0678,066C
0C,1FDE,0627,0633,0678,066A
0C,1FDF,0626,0633,0677,066A
0C,1FE0,0628,0635,0679,066D
0C,1FE1,0629,0636,0679,066D
0C,1FE2,0629,0635,0678,066B
0C,1FE3,0627,0634,0677,066B
0C,1FE4,0626,0633,0677,066B
0C,1FE5,0628,0635,0678,066B
0C,1FE6,0629,0636,0679,066D
0C,1FE7,0627,0635,0678,066B
0C,1FE8,0626,0634,0678,066A
0C,1FE9,0626,0633,0677,066A
0C,1FEA,0628,0636,0679,066C
0C,1FEB,0629,0637,0679,066D
0C,1FEC,0628,0635,0678,066B
0C,1FED,0627,0633,0677,066A
0C,1FEE,0626,0634,0677,066A
0C,1FEF,0628,0636,0679,066C
0C,1FF0,0629,0637,067A,066D
0C,1FF1,0628,0635,0679,066C
0C,1FF2,0626,0633,0678,066A
0C,1FF3,0626,0633,0677,066A
0C,1FF4,0628,0636,0679,066C
0C,1FF5,0629,0637,0679,066D
0C,1FF6,0628,0635,0678,066C
0C,1FF7,0627,0634,0678,066B
0C,1FF8,0627,0634,0677,066A
0C,1FF9,0628,0636,0679,066C
0C,1FFA,0629,0637,0679,066D
0C,1FFB,0626,0635,0679,066B
0C,1FFC,0626,0634,0679,066A
0C,1FFD,0625,0634,0677,066B
0C,1FFE,0628,0636,0679,066B
0C,1FFF,0628,0637,0679,066C
0C,2000,0627,0635,0678,066A
0C,2001,0626,0634,0678,066A
0C,2002,0626,0634,0678,0669
0C,2003,0628,0636,0679,066C
0C,2004,0629,0637,067A,066D
0C,2005,0628,0635,0678,066C
0C,2006,0627,0633,0677,066A
0C,2007,0626,0633,0677,066B
0C,2008,0629,0635,0678,066D
0C,2009,0629,0636,0678,066D
0C,200A,0628,0635,0678,066B
0C,200B,0626,0633,0678,066A
0C,200C,0626,0634,0678,066A
0C,200D,0628,0636,0679,066C
0C,200E,0628,0636,0679,066D
0C,200F,0628,0635,0678,066B
0C,2010,0626,0633,0677,066A
0C,2011,0626,0634,0677,066A
0C,2012,0629,0636,0679,066C
0C,2013,0628,0637,0679,066C
0C,2014,0627,0635,0679,066B
0C,2015,0625,0634,0678,066A
0C,2016,0626,0634,0678,066B
0C,2017,0628,0636,067A,066D
0C,2018,0628,0637,0679,066C
0C,2019,0627,0635,0679,066B
0C,201A,0626,0634,0677,066A
0C,201B,0627,0635,0678,066A
0C,201C,0629,0637,0679,066C
0C,201D,0629,0637,0679,066C
0C,201E,0627,0635,0678,066A
0C,201F,0626,0633,0678,066A
0C,2020,0627,0634,0678,066B
0C,2021,0629,0636,0679,066D
0C,2022,0629,0637,0679,066D
0C,2023,0628,0635,0678,066C
0C,2024,0626,0633,0677,066B
0C,2025,0627,0634,0677,066B
0C,2026,0628,0636,067A,066D
0C,2027,0629,0636,067A,066D
0C,2028,0628,0635,0678,066B
0C,2029,0626,0634,0677,066A
0C,202A,0628,0634,0678,066C
0C,202B,0629,0636,0678,066D
0C,202C,0629,0636,0678,066C
0C,202D,0629,0634,0677,066C
0C,202E,0627,0633,0678,066B
0C,202F,0627,0634,0678,066B
0C,2030,0629,0636,0679,066D
0C,2031,0628,0635,0679,066D
0C,2032,0627,0634,0678,066B
0C,2033,0627,0633,0677,066A
0C,2034,0627,0635,0677,066B
0C,2035,0628,0637,0679,066D
0C,2036,0629,0637,0678,066B
0C,2037,0627,0634,0678,066A
0C,2038,0625,0633,0677,0669
0C,2039,0626,0634,0677,066A
0C,203A,0628,0635,0678,066C
0C,203B,0628,0634,0677,066C
0C,203C,0627,0633,0677,066B
0C,203D,0626,0633,0676,066A
0C,203E,0626,0633,0677,066B
0C,203F,0628,0636,0679,066D
0C,2040,0628,0635,0678,066C
0C,2041,0627,0634,0678,066B
0C,2042,0626,0634,0677,066A
0C,2043,0628,0636,0677,066B
0C,2044,0629,0637,0679,066D
0C,2045,0628,0637,0679,066C
0C,2046,0627,0634,0678,066B
0C,2047,0626,0633,0677,066A
0C,2048,0627,0635,0678,066B
0C,2049,0629,0637,0679,066C
0C,204A,0628,0635,0678,066C
0C,204B,0628,0633,0678,066B
0C,204C,0627,0633,0677,066B
0C,204D,0628,0634,0677,066C
0C,204E,062A,0636,0679,066E
0C,204F,0629,0635,0678,066C
0C,2050,0627,0633,0677,066B
0C,2051,0626,0632,0676,066B
0C,2052,0628,0634,0678,066C
0C,2053,0629,0636,0679,066E
0C,2054,0629,0635,0678,066D
0C,2055,0628,0634,0677,066B
0C,2056,0627,0633,0677,066B
0C,2057,0628,0635,0677,066C
0C,2058,0629,0636,0679,066D
0C,2059,0628,0636,0679,066C
0C,205A,0627,0634,0678,066B
0C,205B,0626,0633,0677,066A
0C,205C,0627,0636,0679,066B
0C,205D,0628,0637,0679,066C
0C,205E,0628,0636,0679,066B
0C,205F,0627,0634,0679,066B
0C,2060,0627,0633,0677,066B
0C,2061,0629,0634,0678,066C
0C,2062,0629,0636,0679,066E
0C,2063,0629,0635,0678,066C
0C,2064,0627,0633,0677,066C
0C,2065,0627,0632,0676,066B
0C,2066,0629,0634,0677,066D
0C,2067,062A,0636,0678,066E
0C,2068,0629,0634,0677,066D
0C,2069,0628,0633,0677,066C
0C,206A,0626,0633,0676,066B
0C,206B,0628,0635,0678,066C
0C,206C,0628,0636,0679,066D
0C,206D,0628,0635,0678,066C
0C,206E,0627,0633,0677,066B
0C,206F,0626,0633,0677,066A
0C,2070,0628,0635,0678,066C
0C,2071,0629,0637,0678,066D
0C,2072,0628,0634,0678,066D
0C,2073,0627,0633,0677,066B
0C,2074,0626,0632,0676,066B
0C,2075,0629,0633,0677,066D
0C,2076,062A,0635,0678,066E
0C,2077,0629,0635,0677,066D
0C,2078,0627,0632,0676,066C
0C,2079,0627,0632,0676,066B
0C,207A,0628,0634,0677,066D
0C,207B,0629,0636,0677,066D
0C,207C,0628,0635,0677,066C
0C,207D,0626,0633,0677,066A
0C,207E,0626,0632,0677,066A
0C,207F,0628,0634,0678,066C
0C,2080,0628,0636,0679,066C
0C,2081,0628,0634,0677,066C
0C,2082,0627,0632,0676,066B
0C,2083,0626,0632,0676,066A
0C,2084,0628,0635,0678,066C
0C,2085,0629,0635,0678,066D
0C,2086,0627,0635,0678,066C
0C,2087,0626,0633,0677,066B
0C,2088,0626,0632,0677,066A
0C,2089,0629,0635,0678,066C
0C,208A,062A,0637,0678,066D
0C,208B,0629,0635,0678,066C
0C,208C,0627,0633,0678,066B
0C,208D,0626,0634,0677,066A
0C,208E,0628,0635,0678,066C
0C,208F,0628,0637,067A,066D
0C,2090,0627,0635,0679,066C
0C,2091,0626,0633,0678,066A
0C,2092,0626,0633,0677,066A
0C,2093,0629,0636,0678,066C
0C,2094,062A,0637,0678,066C
0C,2095,0628,0634,0678,066C
0C,2096,0626,0633,0677,066B
0C,2097,0627,0633,0676,066A
0C,2098,0627,0635,0679,066C
0C,2099,0629,0637,067A,066D
0C,209A,0628,0635,0679,066C
0C,209B,0627,0634,0678,066B
0C,209C,0626,0634,0677,066B
0C,209D,0629,0636,0678,066C
0C,209E,0629,0637,0679,066D
0C,209F,0628,0635,0679,066C
0C,20A0,0626,0633,0678,066A
0C,20A1,0626,0633,0677,066A
0C,20A2,0628,0636,0679,066C
0C,20A3,0629,0638,0679,066D
0C,20A4,0628,0635,0679,066B
0C,20A5,0626,0633,0678,066B
0C,20A6,0626,0634,0678,066A
0C,20A7,0629,0636,0679,066C
0C,20A8,0629,0637,0679,066C
0C,20A9,0627,0635,0678,066B
0C,20AA,0626,0634,0678,066A
0C,20AB,0625,0633,0677,0669
0C,20AC,0627,0636,067A,066C
0C,20AD,0629,0638,0679,066C
0C,20AE,0628,0635,0678,066B
0C,20AF,0626,0634,0677,066A
0C,20B0,0627,0634,0677,066A
0C,20B1,0628,0636,0679,066C
0C,20B2,0628,0637,067A,066D
0C,20B3,0627,0635,0679,066B
0C,20B4,0626,0634,0678,0669
0C,20B5,0625,0633,0677,066A
0C,20B6,0628,0636,0679,066C
0C,20B7,0629,0638,0679,066C
0C,20B8,0627,0635,0679,066B
0C,20B9,0626,0634,0677,066A
0C,20BA,0626,0633,0677,066A
0C,20BB,0628,0636,0679,066C
0C,20BC,0629,0638,067A,066D
0C,20BD,0628,0635,0678,066B
0C,20BE,0626,0634,0678,066A
0C,20BF,0626,0633,0677,0669
0C,20C0,0628,0636,0678,066C
0C,20C1,0628,0636,0679,066C
0C,20C2,0627,0634,0679,066B
0C,20C3,0626,0634,0677,066A
0C,20C4,0626,0633,0677,066A
0C,20C5,0628,0635,0679,066D
0C,20C6,0628,0636,0679,066C
0C,20C7,0627,0634,0678,066B
0C,20C8,0626,0633,0677,066A
0C,20C9,0626,0634,0677,066A
0C,20CA,0628,0636,0679,066C
0C,20CB,0628,0636,0679,066C
0C,20CC,0627,0635,0678,066B
0C,20CD,0626,0634,0678,066A
0C,20CE,0626,0634,0677,066B
0C,20CF,0629,0637,0679,066C
0C,20D0,0629,0637,0679,066C
0C,20D1,0628,0635,0678,066C
0C,20D2,0626,0633,0677,066A
0C,20D3,0626,0634,0677,066A
0C,20D4,0628,0635,0679,066D
0C,20D5,0628,0636,0679,066C
0C,20D6,0627,0634,0678,066B
0C,20D7,0626,0633,0677,066A
0C,20D8,0627,0633,0676,066A
0C,20D9,0628,0636,0679,066C
0C,20DA,0629,0636,0679,066D
0C,20DB,0628,0634,0678,066C
0C,20DC,0626,0634,0677,066A
0C,20DD,0626,0635,0678,066A
0C,20DE,0628,0636,0679,066C
0C,20DF,0628,0636,0679,066D
0C,20E0,0628,0635,0678,066C
0C,20E1,0627,0633,0677,066A
0C,20E2,0627,0634,0677,066B
0C,20E3,0628,0636,0678,066C
0C,20E4,0629,0636,0679,066D
0C,20E5,0627,0634,0678,066B
0C,20E6,0626,0633,0678,066B
0C,20E7,0626,0634,0678,066B
0C,20E8,0628,0637,0679,066D
0C,20E9,0628,0637,0679,066D
0C,20EA,0627,0635,0678,066C
0C,20EB,0627,0633,0677,066A
0C,20EC,0627,0634,0678,066B
0C,20ED,0629,0635,0679,066D
0C,20EE,0628,0636,0679,066D
0C,20EF,0627,0635,0679,066B
0C,20F0,0625,0633,0677,066B
0C,20F1,0626,0634,0678,066B
0C,20F2,0628,0636,0679,066C
0C,20F3,0629,0636,0678,066C
0C,20F4,0628,0635,0677,066B
0C,20F5,0627,0632,0677,066A
0C,20F6,0627,0634,0677,066A
0C,20F7,0628,0637,0679,066B
0C,20F8,0628,0636,0679,066D
0C,20F9,0627,0634,0678,066B
0C,20FA,0627,0633,0677,066A
0C,20FB,0627,0634,0677,066B
0C,20FC,0628,0636,0679,066C
0C,20FD,0628,0636,0679,066C
0C,20FE,0626,0634,0678,066B
0C,20FF,0626,0632,0677,066A
0C,2100,0627,0634,0677,066B
0C,2101,0628,0636,0678,066C
0C,2102,0628,0636,0678,066C
0C,2103,0627,0635,0678,066B
0C,2104,0626,0633,0676,0669
0C,2105,0626,0634,0677,066B
0C,2106,0628,0636,0679,066D
0C,2107,0628,0636,0679,066C
0C,2108,0627,0634,0678,066B
0C,2109,0626,0633,0677,066A
0C,210A,0627,0634,0677,066B
0C,210B,0628,0636,0678,066C
0C,210C,0628,0635,0678,066C
0C,210D,0627,0634,0678,066B
0C,210E,0627,0633,0677,066A
0C,210F,0627,0635,0677,066B
0C,2110,0628,0637,0679,066C
0C,2111,0629,0636,0678,066C
0C,2112,0628,0633,0678,066C
0C,2113,0626,0633,0677,066B
0C,2114,0627,0634,0678,066B
0C,2115,0629,0636,0679,066D
0C,2116,0628,0636,0678,066C
0C,2117,0627,0634,0678,066A
0C,2118,0626,0633,0677,066A
0C,2119,0627,0635,0677,066B
0C,211A,0629,0637,0678,066C
0C,211B,0628,0635,0678,066C
0C,211C,0627,0634,0678,066A
0C,211D,0625,0633,0678,066A
0C,211E,0627,0635,0678,066C
0C,211F,0629,0635,0679,066D
0C,2120,0628,0635,0679,066D
0C,2121,0628,0633,0677,066B
0C,2122,0626,0633,0676,0669
0C,2123,0627,0634,0678,066A
0C,2124,0628,0636,0679,066C
0C,2125,0627,0634,0678,066C
0C,2126,0626,0634,0677,066A
0C,2127,0626,0633,0677,0669
0C,2128,0627,0635,0677,066B
0C,2129,0628,0636,0678,066C
0C,212A,0628,0636,0678,066C
0C,212B,0627,0633,0678,066B
0C,212C,0626,0633,0678,066B
0C,212D,0627,0635,0678,066B
0C,212E,0628,0636,0679,066C
0C,212F,0628,0636,0679,066C
0C,2130,0627,0634,0678,066B
0C,2131,0626,0633,0677,066A
0C,2132,0627,0635,0678,066C
0C,2133,0629,0637,0679,066D
0C,2134,0628,0635,0678,066C
0C,2135,0626,0634,0677,066A
0C,2136,0626,0633,0677,066A
0C,2137,0627,0635,0678,066C
0C,2138,0628,0636,0679,066D
0C,2139,0628,0635,0679,066C
0C,213A,0627,0634,0677,066A
0C,213B,0626,0633,0677,066A
0C,213C,0628,0635,0678,066C
0C,213D,0629,0637,0678,066C
0C,213E,0628,0636,0678,066C
0C,213F,0627,0633,0678,066B
0C,2140,0626,0633,0677,0669
0C,2141,0627,0635,0678,066B
0C,2142,0628,0636,0679,066D
0C,2143,0627,0636,0678,066C
0C,2144,0628,0634,0678,066C
0C,2145,0626,0632,0675,066A
0C,2146,0629,0636,0678,066B
0C,2147,062A,0637,0678,066D
0C,2148,0628,0634,0677,066B
0C,2149,0626,0633,0676,0669
0C,214A,0626,0633,0677,066A
0C,214B,0627,0634,0678,066B
0C,214C,0628,0637,0679,066D
0C,214D,0628,0635,0678,066B
0C,214E,0626,0634,0677,066B
0C,214F,0626,0633,0677,066B
0C,2150,0628,0634,0677,066B
0C,2151,0629,0636,0678,066D
0C,2152,0629,0636,0679,066D
0C,2153,0627,0633,0677,066A
0C,2154,0626,0632,0676,0669
0C,2155,0627,0635,0679,066C
0C,2156,0629,0637,067A,066D
0C,2157,0629,0636,0679,066C
0C,2158,0625,0632,0677,066A
0C,2159,0626,0633,0677,066A
0C,215A,0628,0636,0678,066C
0C,215B,0629,0636,0678,066C
0C,215C,0628,0636,0679,066B
0C,215D,0625,0633,0677,066A
0C,215E,0625,0632,0677,0669
0C,215F,0628,0634,0677,066B
0C,2160,0628,0636,0678,066C
0C,2161,0628,0634,0677,066C
0C,2162,0627,0633,0677,066A
0C,2163,0626,0633,0677,0669
0C,2164,0628,0635,0678,066C
0C,2165,0628,0636,0679,066D
0C,2166,0627,0635,0679,066C
0C,2167,0626,0633,0678,066B
0C,2168,0626,0633,0677,066A
0C,2169,0627,0635,0679,066C
0C,216A,0629,0637,0679,066D
0C,216B,0628,0635,0678,066D
0C,216C,0627,0633,0677,066A
0C,216D,0626,0633,0677,066A
0C,216E,0628,0635,0678,066B
0C,216F,0628,0636,067A,066D
0C,2170,0627,0635,0678,066B
0C,2171,0627,0633,0677,066B
0C,2172,0625,0632,0676,066A
0C,2173,0628,0635,0678,066C
0C,2174,062A,0637,0679,066D
0C,2175,0628,0635,0678,066C
0C,2176,0626,0634,0677,066A
0C,2177,0626,0633,0676,0669
0C,2178,0629,0636,067A,066D
0C,2179,0629,0637,0679,066C
0C,217A,0628,0635,0677,066B
0C,217B,0627,0633,0676,066A
0C,217C,0626,0633,0676,066A
0C,217D,0629,0635,0677,066B
0C,217E,0629,0636,0678,066C
0C,217F,0628,0636,0678,066B
0C,2180,0627,0633,0677,066A
0C,2181,0626,0633,0677,066A
0C,2182,0628,0635,0678,066B
0C,2183,0629,0637,0679,066C
0C,2184,0628,0635,0679,066C
0C,2185,0627,0632,0677,066A
0C,2186,0626,0633,0676,066A
0C,2187,0628,0635,0677,066B
0C,2188,0629,0636,0679,066D
0C,2189,0627,0635,0678,066B
0C,218A,0626,0633,0677,066A
0C,218B,0626,0633,0677,066A
0C,218C,0628,0635,0678,066C
0C,218D,0629,0637,0679,066D
0C,218E,0627,0634,0677,066B
0C,218F,0626,0633,0677,066A
0C,2190,0626,0634,0677,066A
0C,2191,0629,0636,0678,066D
0C,2192,0629,0636,0679,066C
0C,2193,0628,0635,0678,066B
0C,2194,0626,0633,0676,066A
0C,2195,0626,0632,0677,066A
0C,2196,0628,0636,0679,066D
0C,2197,0628,0636,0678,066D
0C,2198,0627,0634,0678,066B
0C,2199,0626,0633,0677,066A
0C,219A,0626,0633,0677,066A
0C,219B,0628,0636,0678,066C
0C,219C,0629,0638,067A,066D
0C,219D,0627,0635,0678,066C
0C,219E,0626,0633,0677,066A
0C,219F,0625,0633,0677,066A
0C,21A0,0628,0635,0678,066C
0C,21A1,0628,0636,0678,066C
0C,21A2,0627,0635,0678,066B
0C,21A3,0627,0633,0678,066A
0C,21A4,0627,0633,0677,066B
0C,21A5,0628,0635,0678,066C
0C,21A6,0629,0637,0678,066C
0C,21A7,0628,0635,0678,066B
0C,21A8,0626,0633,0678,066B
0C,21A9,0625,0632,0676,0669
0C,21AA,0628,0635,0678,066C
0C,21AB,0629,0637,067A,066E
0C,21AC,0628,0636,0679,066C
0C,21AD,0627,0634,0678,066A
0C,21AE,0626,0633,0677,066B
0C,21AF,0627,0635,0678,066C
0C,21B0,0628,0636,0678,066C
0C,21B1,0627,0635,0678,066B
0C,21B2,0626,0633,0676,066A
0C,21B3,0626,0633,0676,0669
0C,21B4,0629,0636,0679,066D
0C,21B5,0629,0636,0679,066C
0C,21B6,0628,0634,0678,066B
